site,plot,_TYPE_,_FREQ_,aspect,SlopeDeg,PlotYOD,avgdbh,avgheight,avgscorch,OL,Litter,Ashdepth,PCntcover,PercentGravimetricSoilmoisture,DOC_fum,TDN_fum,DOC,TDN,MicrobialBiomassC,MicrobialBiomassTDN,MONTH,EFFLUX,RHcmbr,Tsoil_C,Tair,Status,BB,BURN,YOD,SampleDate,SAMPLEIDPLOT,GalleryNumber,pH,BG_4C,CB_4C,NAG_4C,PHOS_4C,XYL_4C,AG_4C,LAP_4C,BG_15C,CB_15C,NAG_15C,PHOS_15C,XYL_15C,AG_15C,LAP_15C,BG_25C,CB_25C,NAG_25C,PHOS_25C,XYL_25C,AG_25C,LAP_25C,BG_35C,CB_35C,NAG_35C,PHOS_35C,XYL_35C,AG_35C,LAP_35C,plot1,merger
NWT,6,7,12,,,,,,,,,,,,,,,,,,9,3.972522596,71.644327519,10.044873557,23.354055405,UBB,YES,UNBUR,2008,09/05/2013,NWT6,38,3.93,75.21100513,36.54864496,27.8415518,139.4392541,27.73405682,10.30195467,2.759455531,172.6752475,28.73301678,11.27835803,308.790277,12.53071022,96.98621156,2.780940461,647.8079273,291.513727,363.5239784,1186.803381,56.83492774,40.71883514,38.56400732,786.8190212,8.482130319,397.3374877,2393.586891,489.0722862,379.1783808,50.04490886,6,6
NWT,7,7,12,,,,,,,,,,,,,,,,,,7,3.0893555498,50.747358277,12.071262361,27.453180631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7
NWT,7,7,12,,,,,,,,,,,,,,,,,,9,2.8877788578,72.412199193,11.338343302,24.306938648,UBB,YES,UNBUR,2011,09/05/2013,NWT7,39,4.96,24.65356477,12.97294571,8.861855768,42.311733,4.262802625,3.899879997,7.21939533,249.7398083,94.3932622,80.50824906,675.780418,29.49037967,18.02568992,8.583994638,1052.97066,266.7477145,218.8507885,2425.166638,67.00734202,24.4606045,37.25034754,1512.067792,479.736173,378.5921323,2864.391641,114.9042681,72.10275968,65.78069972,7,7
NWT,8,7,12,,,,,,,,,,,,,,,,,,7,5.0105579339,67.80502949,9.7055781695,27.338617643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8
NWT,8,7,12,,,,,,,,,,,,,,,,,,9,5.5835462137,60.727770028,10.968678921,24.865554651,UBB,YES,UNBUR,2002,09/05/2013,NWT8,40,4.62,38.15970194,18.17935046,10.25551287,35.96572688,4.494603514,1.931516299,2.174242533,117.3449344,49.7915421,45.58117948,239.7789444,12.27345935,7.104301283,3.346656711,443.1170798,147.1410936,135.2186807,893.0839522,2.734341651,40.41969428,11.59590466,349.822114,195.080866,154.9782043,871.9904523,13.98760667,36.23243288,14.04469278,8,8
NWT,9,7,12,,,,,,,,,,,,,,,,,,7,2.9105089702,69.563223664,9.6365924582,22.828926245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9
NWT,9,7,12,,,,,,,,,,,,,,,,,,9,3.3717900431,63.461417439,12.049638876,22.734127839,UBB,YES,UNBUR,2002,09/05/2013,NWT9,41,4.68,32.08387886,14.45584896,12.44558711,45.88804111,3.710780845,0.677252539,2.894883162,198.8926882,74.7435082,90.057664,412.654673,32.02746531,24.02956791,4.152171526,1189.83074,382.0431034,432.9388141,1884.557191,242.8069807,248.0783221,18.41685084,1195.896208,535.2899202,490.2942864,1653.890559,179.7326535,113.2359032,25.5560082,9,9
NWT,10,7,12,,,,,,,,,,,,,,,,,,7,4.2453993968,60.076691343,10.116405487,26.882909616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10
NWT,10,7,12,,,,,,,,,,,,,,,,,,9,4.0538476377,70.10223245,10.289674823,25.383503118,UBB,YES,UNBUR,2008,09/05/2013,NWT10,42,4.32,44.2499349,14.46070573,17.62153385,83.27850781,6.345968082,6.202659539,2.504987637,129.7961893,59.31738528,68.19390493,247.3624539,24.53514306,25.06849618,3.028479215,521.622943,177.9911524,220.6594014,906.5515032,112.1601398,55.68459302,7.931739068,560.0243671,242.2982991,237.4219277,1151.589161,130.5989188,75.21947674,11.61977848,10,10
NWT,11,7,12,,,,,,,,,,,,,,,,,,7,3.5798733125,53.24022623,9.5335982641,29.571777343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11
NWT,11,7,12,,,,,,,,,,,,,,,,,,9,3.7549255945,59.120938738,10.942815083,26.537579219,UBB,YES,UNBUR,2009,09/05/2013,NWT11,43,4.74,24.20800119,13.68678826,13.49968051,42.78924043,2.911300697,5.051045779,3.44888882,184.663368,62.83990569,74.99109503,391.025874,48.87123078,33.4485674,4.768761576,1033.397705,300.1720927,319.2816555,1594.429541,226.2263936,102.2219486,17.4340652,846.8717564,285.4244954,343.1686088,1635.764356,144.7382104,70.06454452,19.61990712,11,11
NWT,12,7,12,,,,,,,,,,,,,,,,,,7,4.5676686075,62.383961043,9.2383069992,26.148919583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,12
NWT,12,7,12,,,,,,,,,,,,,,,,,,9,3.9173454053,55.844645559,10.794031143,25.699033897,UBB,YES,UNBUR,2009,09/05/2013,NWT12,44,4.92,65.67279859,26.41908302,27.52047796,125.3684042,10.90042836,5.690830305,2.255571498,181.9081815,44.98581642,73.19770526,369.2730051,33.322244,41.99515683,3.684054496,703.3086946,226.398178,302.3609317,1480.481435,132.2920895,123.9182426,15.1379895,1012.343519,313.1273063,381.1149677,1973.342136,160.0055351,80.45398985,20.30611871,12,12
NWT,13,7,12,,,,,,,,,,,,,,,,,,7,3.696205848,59.774939955,11.062355805,24.619068783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,13
NWT,13,7,12,,,,,,,,,,,,,,,,,,9,5.0756795563,69.033658754,11.191441917,23.599753698,UBB,YES,UNBUR,2009,09/05/2013,NWT13,45,4.6,104.190018,61.2717879,47.33187251,159.8104351,16.7754542,15.52225426,4.234108807,113.7556539,32.65819759,37.57391456,235.6036914,24.46533597,21.1644439,6.758473073,402.8565094,113.8199057,111.489717,774.3817925,8.096077471,38.30280204,17.39741322,442.1900943,123.6999057,144.2987736,832.0772642,43.63462264,28.61385265,24.14511129,13,13
NWT,14,7,12,,,,,,,,,,,,,,,,,,7,4.7475215754,67.115269783,8.7740965524,24.983712356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,14
NWT,14,7,12,,,,,,,,,,,,,,,,,,9,7.1059320525,55.885954912,10.745273846,25.693638325,UBN,NO,UNBUR,0,09/05/2013,NWT14,46,4.48,25.49973649,12.7536002,13.36834059,45.88732933,0.689977376,6.850125413,1.746051204,705.6316166,292.5868228,326.2454026,1182.530753,112.381834,82.32458375,5.201146508,2083.422838,974.7673956,1106.631461,4134.518514,414.6221421,229.5692097,19.09885794,2881.25584,1421.886307,1480.06163,4383.287276,557.013171,128.7319831,25.66465554,14,14
NWT,15,7,12,,,,,,,,,,,,,,,,,,7,4.892167576,55.377734067,10.148029391,27.615104358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,15
NWT,15,7,12,,,,,,,,,,,,,,,,,,9,5.1173842895,85.640040723,10.18484478,17.118599812,UBB,YES,UNBUR,2010,09/05/2013,NWT15,47,4.85,50.47095319,36.90149006,22.61738597,59.70027975,11.20056086,11.60145701,8.528142268,142.8075558,54.98093889,39.83841873,242.9435762,7.59787416,4.830807688,12.20853705,637.2711498,251.4462491,168.2112351,928.7890862,84.06441341,31.70060178,41.98303096,768.5714536,400.3314151,282.056935,911.7252571,80.67769923,80.33581071,64.48170762,15,15
NWT,16,7,12,,,,,,,,,,,,,,,,,,7,3.3180987437,78.487976,9.186639595,21.093704859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,16
NWT,16,7,12,,,,,,,,,,,,,,,,,,9,3.7363824331,55.074900552,10.927672661,25.42759747,UBB,YES,UNBUR,2008,09/05/2013,NWT16,48,4.99,71.93774063,36.11955751,29.2152025,99.09356085,15.68148812,17.99930858,9.07503051,89.93432786,27.48432164,44.83154559,223.4828114,5.762580346,6.994484656,15.30581476,386.9900517,73.63382079,72.22593015,795.3789008,97.36683443,46.52072927,42.93345477,530.9971514,165.1467124,188.2763443,913.0383328,15.70917734,19.22890393,63.41857319,16,16
NWT,17,7,12,,,,,,,,,,,,,,,,,,7,4.7392658323,53.901131377,10.412263234,29.909666379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,17
NWT,17,7,12,,,,,,,,,,,,,,,,,,9,4.3247515014,53.193579842,11.137552133,27.141287328,UBB,YES,UNBUR,2010,09/05/2013,NWT17,49,4.27,63.94534314,43.96846405,39.83480392,88.24918301,9.836029412,8.490359477,2.129473829,195.36274,73.70629076,97.07284873,252.025077,19.86297554,20.61471467,3.046530466,356.0919022,127.3126268,386.537337,846.3511051,75.69320652,64.54240942,17.37369197,442.4166123,146.9831341,474.2402355,1125.872772,135.832337,91.98088768,24.02386432,17,17
NWT,18,7,12,,,,,,,,,,,,,,,,,,7,4.7522507793,59.500025854,11.411963462,27.337497552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,18
NWT,18,7,12,,,,,,,,,,,,,,,,,,9,4.0263759292,77.180382625,10.684846369,19.73838981,UBB,YES,UNBUR,2010,09/05/2013,NWT18,50,5.35,21.58557979,5.867016897,9.444512132,40.4387344,2.955947532,1.411051198,7.593558569,235.9760252,55.40537183,133.465887,549.8735292,53.8135995,28.23779412,7.88010729,891.1396742,235.5304927,454.6385972,2153.861706,139.0543215,89.10110393,34.95702483,1376.356808,390.4766964,764.6068654,2869.311915,198.9546493,142.9242632,50.81008723,18,18
NWT,19,7,12,,,,,,,,,,,,,,,,,,7,6.7968137123,52.199013602,10.93896548,28.598812581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,19
NWT,19,7,12,,,,,,,,,,,,,,,,,,9,6.3971477723,46.627337528,13.197234407,26.25401163,UBB,YES,UNBUR,2004,09/05/2013,NWT19,51,4.88,31.11025175,17.29014797,12.46995197,49.57386623,4.270649488,1.361675068,3.579032976,286.4414637,111.9286825,112.1749086,562.1531912,47.78677134,37.75305587,5.413990423,1215.694081,439.3430409,479.2316766,2315.832503,189.4235023,111.1235878,23.46902907,1685.247342,759.1908051,642.7258378,2677.538712,290.4323273,192.3312687,35.96142668,19,19
NWT,20,7,12,,,,,,,,,,,,,,,,,,7,4.9497145123,56.743787269,10.883429082,29.792029063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,20
NWT,20,7,12,,,,,,,,,,,,,,,,,,9,5.7449135159,55.153852574,11.798179117,28.943448385,UBB,YES,UNBUR,2004,09/05/2013,NWT20,52,4.41,34.83108339,16.62840312,14.14306084,45.64672769,0.215279398,0.832254651,9.673284239,212.511395,86.35428177,128.7845304,470.547767,40.52313536,69.45775783,10.69016008,756.1160221,251.7034991,294.4576427,1675.33011,33.9057389,70.32228361,33.0932925,802.325046,310.4364641,377.5906998,1651.145948,77.2320442,73.12937385,36.92892039,20,20
NWT,21,7,12,,,,,,,,,,,,,,,,,,7,5.4826738442,53.386553101,9.9577184683,28.720828214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,21
NWT,21,7,12,,,,,,,,,,,,,,,,,,9,5.3782329103,44.995037606,11.713035075,27.965728442,UBB,YES,UNBUR,2004,09/05/2013,NWT21,53,4.49,18.12538367,6.004719153,9.71009822,39.55687922,0.968373619,2.529660934,0.494006614,125.7396971,46.95912937,71.73949236,386.9424809,31.66310726,23.3895333,2.326890402,270.0072325,141.98881,208.3388373,1151.445551,31.41471119,32.23601083,3.907516552,556.7168395,238.8501638,385.9179858,1415.877047,154.580786,148.1233624,9.37452741,21,21
NWT,22,7,12,,,,,,,,,,,,,,,,,,7,7.1600117172,60.422022217,10.255152702,24.955446244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,22
NWT,22,7,12,,,,,,,,,,,,,,,,,,9,7.9752993454,68.831562108,11.042187626,23.787420591,UBN,NO,UNBUR,0,09/05/2013,NWT22,54,4.37,30.07892441,27.39279397,17.61865441,37.94511442,2.425375607,2.040972996,1.569349304,277.3339404,184.2379185,146.4011609,348.6078324,45.49140861,21.7334446,1.565865108,910.6839855,516.055404,443.5496175,1093.708301,133.6753728,68.49055891,3.743451466,1190.5704,726.5333666,558.7141482,1331.639911,177.8827843,95.24026654,5.555527276,22,22
NWT,23,7,12,,,,,,,,,,,,,,,,,,7,4.081811683,52.482317737,10.447045708,29.355754694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,23
NWT,23,7,12,,,,,,,,,,,,,,,,,,9,4.3273741993,47.751088258,11.960539625,29.372774442,UBB,YES,UNBUR,2011,09/05/2013,NWT23,55,4.59,39.58846528,17.37158556,15.42563391,54.45955704,3.814549717,1.760888567,5.867353385,94.37056452,39.55913978,41.65067204,286.5259409,21.63172043,18.07943548,7.636377947,455.6989247,137.6532258,108.3053763,913.844086,137.1112661,27.23093961,21.10242875,582.1204301,159.6973118,139.9107527,978.3827957,113.7725688,20.99762294,24.08270938,23,23
NWT,24,7,12,,,,,,,,,,,,,,,,,,7,4.3755947672,53.01475604,9.6541301095,29.510219892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,24
NWT,24,7,12,,,,,,,,,,,,,,,,,,9,5.1806965473,43.095566758,11.408895684,29.305214088,UBB,YES,UNBUR,2011,09/05/2013,NWT24,56,4.73,38.31288272,28.12405361,14.03688989,50.61700135,10.59262266,8.078639828,5.586166805,300.5188155,136.9367796,92.35290981,569.6397362,68.92858346,29.58606849,7.557108749,1507.497418,693.2108907,397.6243638,2460.518076,470.8739147,173.993226,28.45332897,1263.615826,598.5138032,393.66238,2265.87616,262.2550524,117.9473594,37.9769829,24,24
NoP,1,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,09/22/2012,NoPlotN1,139,5.35,211.5689223,115.6516999,78.72976493,305.8689723,30.80265709,18.83138126,4.471660085,98.42987781,29.25388336,20.72351025,177.4913307,1.28884913,6.927140351,3.831702537,436.4602349,117.2821076,121.9027264,799.6230985,26.75584635,4.250726329,20.12351521,569.7473147,221.423746,178.1498741,954.2361111,45.84023281,27.93148695,29.19409055,1,1
NoP,1,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,09/22/2012,NoPlotN2,140,4.66,33.32306026,14.89460179,6.972001922,44.5475014,3.879368219,2.560450905,1.383749284,188.8395744,63.69375381,42.85231086,320.7867984,24.43994051,20.45626144,1.988361178,825.8985662,328.8131483,329.9791031,1315.793929,201.3354179,110.1966138,3.374283767,734.1767846,267.6005186,198.6148566,1186.372941,129.4800062,74.16063443,5.948638715,1,1
SPR,37,7,12,320,15.7,2009,18,11.625,30,1,1,1,21.25,27,731.9568041,4.465483273,207.5875667,48.0290405,524.3692375,-43.56355722,8,5.4954879681,66.117691359,14.6027925,27.91794761,LLB,YES,LIGHT,2009,08/23/2013,SPR037,75,7.32,18.9431678,1.904413419,5.142364312,14.41960295,2.222439236,2.048165027,20.75134425,44.06779106,6.676571011,17.4328891,22.40767078,7.195935798,6.166317887,37.94089457,134.9197025,27.98191685,52.77116425,97.16463801,29.80424944,29.9864827,134.6817738,173.2007223,28.67440324,59.67965872,121.6855289,31.17309324,37.07898725,118.2882744,37,37
SPR,38,7,12,328,13.8,2009,18.95,12.95,78.75,2.25,2.625,0.1,41.25,58.04416404,1530.921857,7.443654831,293.1147241,23.85016774,1237.807133,-16.40651291,8,2.6322317719,72.096059799,13.987889765,27.12893343,LLB,YES,LIGHT,2009,08/23/2013,SPR038,76,5.21,22.86376424,9.35769947,14.93425102,43.04356626,2.487450263,2.494180735,3.048386745,189.9573217,67.8160091,122.9131259,388.185129,33.2866085,55.52023911,4.403281134,927.9317147,304.6221548,456.2329287,1404.877845,142.516692,49.18892261,16.42467849,1137.075873,373.5872534,568.8634294,1570.356601,139.8930197,33.47188295,22.39346619,38,38
SPR,39,7,12,330,13.5,0,22.33333333,11.23333333,28.33333333,1.125,0.875,0.65,13.75,5.702647658,922.8977964,0.919538647,172.1083951,17.75579371,750.7894013,-16.83625506,8,3.4182148378,71.656667075,14.851062298,23.886415005,LBN,NO,LIGHT,0,08/23/2013,SPR039,77,5.48,34.35045974,9.143899889,21.26416641,60.18606031,4.673217705,2.640068269,3.644388368,66.29499892,19.8833225,50.05936823,104.0331762,23.70062852,11.06486238,12.69453484,211.1578674,55.95296922,89.19735587,265.8564803,54.21343736,61.26820546,46.81714974,306.3489163,75.18446034,160.6148028,320.4584525,78.47024274,77.50383615,60.13246554,39,39
SPR,40,7,11,325,13.3,0,22.9,11.36666667,0.1,1.125,1.5,0.1,16.25,3.024193548,445.3322706,1.701763608,151.4152137,16.26186927,293.9170569,-14.56010566,8,2.6252379416,72.106313534,15.815403589,22.435592305,LBN,NO,LIGHT,0,08/23/2013,SPR040,78,5.08,54.19192498,24.48258899,25.07449913,65.28644586,9.047393732,5.351749638,1.076027534,146.8503174,38.33404569,73.382511,182.6766772,36.25966057,2.72955514,2.154801994,630.7904919,191.1937113,275.8977704,648.4227654,141.4084683,20.40142254,8.821313426,877.815187,259.3026895,323.6086283,753.0063487,125.1591182,140.6412665,13.96826556,40,40
SPR,41,7,12,320,15.6,2009,30.93333333,13.3,2.833333333,1.75,1.025,0.55,22.5,12.58426966,1211.081078,11.74227554,370.8388889,35.76125127,840.2421892,-24.01897573,8,3.1357446712,66.10703977,15.510916475,26.3808616,LLB,YES,LIGHT,2009,08/23/2013,SPR041,79,5.87,11.24920924,5.060995873,6.639565802,19.96423072,2.466679932,3.110907479,4.138110995,79.28709911,6.364243315,41.22091877,138.9998686,47.29516504,53.6445601,3.556568967,420.5520505,63.97988959,234.8799947,607.5876709,129.2037329,114.8863039,19.49763318,581.2254206,156.7022871,311.6941377,714.1729758,179.2011041,57.84384858,23.78575457,41,41
SPR,42,7,12,320,19.2,0,28.26666667,15.43333333,0.1,1.025,1.375,0.2,4.5,8.207343413,1262.200419,28.37127904,373.2240031,35.74293228,888.9764163,-7.371653249,8,3.7205371261,65.734505972,15.570766688,27.048273088,LBN,NO,LIGHT,0,08/23/2013,SPR042,80,5.06,41.51107648,19.39807084,27.91175625,51.01099481,7.016688853,2.970757407,2.17257254,287.4470167,77.39112286,226.6252681,385.7132161,15.76208348,62.96082782,3.156591006,1338.165594,433.5185355,822.5058977,1397.152497,94.54771752,380.4582254,11.95022137,1509.146063,563.9964767,903.5109528,1455.595741,140.2149969,40.14795587,14.87483843,42,42
SPR,43,7,12,320,15.2,2009,25,11.63333333,170,1.875,1.5,0.525,62.5,21.34292566,1099.168527,10.17983175,323.2375487,32.43778763,775.9309786,-22.25795588,8,3.3037867943,72.343522389,14.663234235,25.014658292,LLB,YES,LIGHT,2009,08/23/2013,SPR043,81,6.92,79.83096662,12.80669004,41.96938361,98.93618971,12.21106996,10.32493971,27.14062064,77.66541561,14.530373,50.78369825,96.04640641,16.53417074,14.81689803,34.83208404,267.1638377,51.86347752,148.4773562,268.5819099,55.34700282,51.00030311,105.5763718,353.4504511,63.54715972,190.1563492,356.6256998,73.2886995,70.452555,116.6147501,43,43
SPR,44,7,12,315,14.7,0,19.625,11.55,77.5,1.125,1.125,0.325,8.75,3.711340206,1085.48374,22.78001445,274.6645254,47.22752681,810.8192141,-24.44751236,8,2.3958211938,50.474112193,15.738857508,25.682652157,LBN,NO,LIGHT,0,08/23/2013,SPR044,82,4.66,22.32465796,7.970645421,8.795706478,40.49137502,2.395077536,0.804847232,1.213866975,134.8429199,45.856413,61.5138629,222.1071073,23.10091916,6.774978741,1.741763265,674.6520466,335.198533,382.1708826,965.4630826,244.5940896,165.2630101,6.903725081,658.1595327,275.4914574,341.2527469,1032.059436,126.0589128,78.23625663,6.677287051,44,44
SPR,45,7,12,315,13.1,2008,35.95,17.75,165,2.25,1.75,0.2,21.25,14.9321267,667.0285022,36.78930931,222.0041839,16.57326242,445.0243183,20.21604689,8,3.1798520286,68.400912921,14.742820975,23.58128945,LLB,YES,LIGHT,2008,08/23/2013,SPR045,83,4.53,32.01967075,9.9115084,12.73818964,54.61847465,4.16294681,3.957902575,0.552383174,121.5862319,30.30123566,46.81548676,159.9799631,19.30441869,17.4018552,1.631602513,376.3006554,99.28741125,132.9247338,456.5127321,55.90896368,37.18773894,5.063936695,559.5555707,157.4297515,198.3729178,618.9155516,85.43674904,70.61296437,8.149941515,45,45
SPR,46,7,12,325,18,0,28.2,13.9,11.5,0.5,1,1,3,15.78947368,547.3950674,36.07256994,189.6435856,32.96821271,357.7514818,3.104357229,8,4.6600866913,70.501125972,15.41217518,25.08536625,LBN,NO,LIGHT,0,08/23/2013,SPR046,84,6.82,39.79789366,4.316064543,28.31891561,18.90848975,3.978385077,3.797864608,9.492783077,40.39880543,4.003475701,33.67530496,22.54715427,8.249154559,6.681957665,17.59049105,160.2435301,16.43182198,110.4639911,71.96408546,24.82819806,17.8375501,53.6384986,205.7815541,21.02893287,139.3389203,83.98947971,34.32636106,32.65468437,64.27721402,46,46
SPR,47,7,12,330,17.1,2009,25.5,13.05,10,1.875,1.375,0.575,27.5,32.62599469,935.5679377,15.77198377,344.3808403,22.55213468,591.1870974,-6.780150901,8,3.8651632865,72.797509512,14.271729228,24.602895419,LLB,YES,LIGHT,2009,08/23/2013,SPR047,85,5.48,9.750023579,0.974233433,5.001845103,44.13551197,0.335614073,2.788225849,3.878096138,56.25514633,5.560340447,33.4429624,250.3910994,7.086255081,42.01705109,40460090.03,332.3291471,71.12253147,160.5388484,1027.813102,104.4135707,62.15955937,13.69050835,487.4739262,173.9833066,224.7734819,1255.515274,407.8741977,80.93911997,22.84613577,47,47
SPR,48,7,12,320,10.4,0,27.5,15.8,5,0.1,0.625,0.65,4.5,3.25203252,189.6048272,11.94821712,173.5457949,42.19194457,16.0590323,-30.24372745,8,3.7724347511,68.853837332,15.32841325,23.349117438,LBN,NO,LIGHT,0,08/23/2013,SPR048,86,6.97,12.69072952,1.848472413,6.685915736,6.25608054,1.458668994,1.878844972,3.449225916,18.30575745,2.948014163,9.904294951,11.90610107,4.196782635,3.284221059,6.575623898,71.41429474,10.51126847,30.42752463,47.62440429,14.41767241,26.45708128,17.49131185,97.56558931,18.61225369,42.12283512,55.11055778,20.66151478,19.15658867,21.05211925,48,48
SPR,49,7,12,320,1.5,2010,22.3,9.166666667,0.1,2.875,2.875,0.1,45,14.54545455,526.5328744,13.26565321,290.718945,19.99223771,235.8139294,-6.726584503,8,4.1083267531,73.474152248,14.195119858,26.758211931,LLB,YES,LIGHT,2010,08/23/2013,SPR049,87,4.81,87.29305786,40.72168855,44.41008025,116.4638969,11.80035835,8.806252146,1.31060165,56.36164505,14.64706625,31.34052616,86.60821102,3.738468684,1.081246201,2.568614512,249.2471567,85.94875679,136.448698,351.4167255,32.39745965,38.78376552,9.515046128,623.9167692,222.2537303,315.4175348,419.5128194,38.09332412,1.201430587,12.7728132,49,49
SPR,50,7,12,320,3,2010,20,9,28.75,2.375,1.875,0.675,36.25,17.86542923,1881.96895,74.0559094,1189.189934,134.9030378,692.7790167,-60.84712844,8,4.594374756,72.441556932,14.20136881,28.838187536,LLB,YES,LIGHT,2010,08/23/2013,SPR050,88,6.27,101.8968703,28.67854449,99.75226244,84.82956259,13.9255279,6.895456259,,130.995292,37.60965238,131.8149177,93.59525529,21.79309191,11.82467145,41.56251087,510.719477,95.05849584,526.4917333,275.4647541,87.23143978,47.26665609,190.3246424,887.3928581,187.713118,966.3427481,473.681257,163.4640122,61.94857188,226.586858,50,50
SPR,51,7,12,320,3.7,2008,21.5,9.966666667,53.33333333,1.275,0.75,1.275,68.75,24.6882793,1413.908206,70.65935484,474.8556037,80.93665616,939.052602,-10.27730132,8,3.5797205369,66.273422558,14.59150934,28.937160493,LLB,YES,LIGHT,2008,08/23/2013,SPR051,89,6.46,35.87454646,9.221458497,31.67758483,30.19920995,7.818942947,4.698125327,7.548268854,49.41874547,12.59463283,45.39303015,37.3248257,13.47246242,14.61867304,18.19539474,190.7418055,53.75565918,144.9604763,117.3619612,57.75900942,42.90705876,58.76539075,222.4331311,60.26389895,173.2075788,128.4997736,61.71762948,73.23789074,63.17695375,51,51
SPR,52,7,12,320,15.2,2009,25.15,12.85,5.05,1.5,2.5,0.1,16.25,8.158995816,302.4205414,13.1114921,163.0989033,16.90282937,139.321638,-3.791337271,8,8.7760444878,60.884427705,15.501212835,28.753054937,LLB,YES,LIGHT,2009,08/23/2013,SPR052,90,4.93,19.68051248,7.7385198,9.260665156,26.33763717,3.882762802,3.239275207,1.027789003,173.9442768,61.52730193,88.07487347,233.8971919,26.73357504,28.58475277,1.963354803,585.5478879,201.1760755,304.000584,720.0107066,95.32236714,89.93712283,6.229346056,979.1755889,271.0159626,406.1519369,1011.823632,155.7380767,113.4975667,8.862186298,52,52
SPR,53,7,12,315,7.7,0,20,10.83333333,23.33333333,1.375,1.125,0.1,25,3.012048193,2298.668285,35.0477704,582.0101466,37.27087201,1716.658139,-2.223101605,8,1.2915505867,44.119108201,15.80916834,27.333903632,LBN,NO,LIGHT,0,08/23/2013,SPR053,91,4.67,55.25673022,26.27547486,16.08406527,76.32742431,5.765941874,4.942302199,0.941023438,180.1641562,12.34469369,20.27645933,169.7276225,19.96336331,14.64073111,0.713176641,429.129449,157.3621105,153.7441121,544.7662428,103.2312888,69.47773082,2.226553855,533.6339402,226.7998483,193.1246328,682.5284882,109.3540553,84.02806675,3.030224087,53,53
SPR,54,7,12,315,1.8,0,7.813333333,10.16666667,41.66666667,0.1,0.325,1,0.5,1.619433198,471.5851506,56.1950908,229.1577016,45.12714488,242.427449,11.06794592,8,3.5686856707,46.614974658,15.779046535,27.384517829,LBN,NO,LIGHT,0,08/23/2013,SPR054,92,7.38,7.973316068,0.89516642,3.340405815,7.842702759,1.17176272,1.510066856,5.716392997,18.30634135,4.467487396,8.020319543,25.65838377,4.553845641,4.092368772,16.2442952,75.43539819,16.40725682,30.51603499,60.460216,16.86603499,19.45138493,54.08695791,82.67841232,12.76401839,26.27908363,62.37557775,13.66538256,18.89545374,57.60785705,54,54
